danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	type	id	uri	track_href	analysis_url	duration_ms	time_signature	name
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Passionfruit
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Sign of the Times
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	XO TOUR Llif3
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	First Time
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Felices los 4
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Unforgettable
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	DNA.
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Issues
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Scared to Be Lonely
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Galway Girl
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Slide
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Congratulations
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	No Promises (feat. Demi Lovato)
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	1-800-273-8255
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Thunder
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	SUBEME LA RADIO
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Pretty Girl - Cheat Codes X CADE Remix
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Me Rehúso
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	The Cure
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	iSpy (feat. Lil Yachty)
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Good Life (with G-Eazy & Kehlani)
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Now Or Never
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Believer
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Location
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Rockabye (feat. Sean Paul & Anne-Marie)
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Paris
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Call On Me - Ryan Riback Extended Remix
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Rollin
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"""
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Cold
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	LOVE. FEAT. ZACARI.
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	I Feel It Coming
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	El Amante
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	You Don't Know Me - Radio Edit
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Slow Hands
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Solo Dance
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Bon Appétit
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Escápate Conmigo
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Say You Won't Let Go
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Portland
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	LOYALTY. FEAT. RIHANNA.
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Ahora Dice
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	The Night We Met
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Tuesday
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Sweet Creature
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Closer
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Castle on the Hill
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Tunnel Vision
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Still Got Time
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	ELEMENT.
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Most Girls
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Chantaje
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	goosebumps
0.694	0.815	2	-4.328	1	0.12	0.229	0	0.0924	0.813	88.931	audio_features	5CtI0qwDJkDQGwXD1H1cLb	spotify:track:5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb	https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb	228827	4	Starboy
